time,voice_1
0,0
0.005,0
0.01,0
0.015,0
0.02,0
0.025,0
0.03,0
0.035,0
0.04,0
0.045,0
0.05,0
0.055,0
0.06,0
0.065,0
0.07,0
0.075,0
0.08,0
0.085,0
0.09,0
0.095,0
0.1,0
0.105,0
0.11,0
0.115,0
0.12,0
0.125,0
0.13,0
0.135,0
0.14,0
0.145,0
0.15,0
0.155,0
0.16,0
0.165,0
0.17,0
0.175,0
0.18,0
0.185,0
0.19,0
0.195,0
0.2,0
0.205,0
0.21,0
0.215,0
0.22,0
0.225,0
0.23,0
0.235,0
0.24,0
0.245,0
0.25,0
0.255,0
0.26,0
0.265,0
0.27,0
0.275,0
0.28,0
0.285,0
0.29,0
0.295,0
0.3,0
0.305,0
0.31,0
0.315,0
0.32,0
0.325,0
0.33,0
0.335,0
0.34,0
0.345,0
0.35,0
0.355,0
0.36,0
0.365,0
0.37,0
0.375,0
0.38,0
0.385,0
0.39,0
0.395,0
0.4,0
0.405,0
0.41,0
0.415,0
0.42,0
0.425,0
0.43,0
0.435,0
0.44,0
0.445,0
0.45,0
0.455,0
0.46,0
0.465,0
0.47,0
0.475,0
0.48,0
0.485,0
0.49,0
0.495,0
0.5,0
0.505,0
0.51,0
0.515,0
0.52,0
0.525,0
0.53,0
0.535,0
0.54,0
0.545,0
0.55,0
0.555,0
0.56,0
0.565,0
0.57,0
0.575,0
0.58,0
0.585,140.201669005119
0.59,137.793088248654
0.595,136.999458459471
0.6,136.210399641518
0.605,137.793088248654
0.61,142.652351011611
0.615,147.682975305829
0.62,147.682975305829
0.625,148.538494078501
0.63,146.832383958704
0.635,144.309891488119
0.64,143.478727674212
0.645,0
0.65,0
0.655,0
0.66,0
0.665,0
0.67,0
0.675,0
0.68,0
0.685,0
0.69,0
0.695,0
0.7,0
0.705,0
0.71,0
0.715,0
0.72,0
0.725,0
0.73,0
0.735,0
0.74,0
0.745,0
0.75,0
0.755,0
0.76,0
0.765,0
0.77,0
0.775,124.905487197797
0.78,123.470825314031
0.785,123.470825314031
0.79,124.186084528674
0.795,124.186084528674
0.8,122.759685689325
0.805,122.759685689325
0.81,123.470825314031
0.815,123.470825314031
0.82,125.629057324185
0.825,127.08879665595
0.83,129.310269691197
0.835,131.570573391114
0.84,133.099349814122
0.845,136.210399641518
0.85,137.793088248654
0.855,141.830733928354
0.86,145.986691657242
0.865,145.986691657242
0.87,145.986691657242
0.875,149.398968821005
0.88,154.667512078458
0.885,0
0.89,0
0.895,0
0.9,0
0.905,0
0.91,0
0.915,0
0.92,0
0.925,0
0.93,0
0.935,0
0.94,0
0.945,0
0.95,0
0.955,0
0.96,0
0.965,0
0.97,0
0.975,0
0.98,0
0.985,171.614349722942
0.99,165.768534962203
0.995,160.121850112641
1,154.667512078458
1.005,152.010416796455
1.01,150.264428242984
1.015,146.832383958704
1.02,145.145870185018
1.025,141.01384901128
1.03,140.201669005119
1.035,137.793088248654
1.04,136.210399641518
1.045,133.099349814122
1.05,128.565497341737
1.055,124.186084528674
1.06,0
1.065,0
1.07,0
1.075,0
1.08,0
1.085,0
1.09,0
1.095,0
1.1,0
1.105,0
1.11,0
1.115,0
1.12,0
1.125,0
1.13,0
1.135,0
1.14,0
1.145,0
1.15,0
1.155,0
1.16,0
1.165,0
1.17,0
1.175,145.145870185018
1.18,140.201669005119
1.185,138.591315488436
1.19,137.793088248654
1.195,136.210399641518
1.2,136.210399641518
1.205,134.645889763512
1.21,133.870386503765
1.215,133.870386503765
1.22,132.332753969033
1.225,127.825014565362
1.23,0
1.235,0
1.24,0
1.245,0
1.25,0
1.255,0
1.26,0
1.265,0
1.27,0
1.275,0
1.28,0
1.285,0
1.29,0
1.295,0
1.3,0
1.305,0
1.31,0
1.315,0
1.32,0
1.325,0
1.33,0
1.335,0
1.34,0
1.345,0
1.35,139.394166811577
1.355,136.999458459471
1.36,138.591315488436
1.365,138.591315488436
1.37,138.591315488436
1.375,138.591315488436
1.38,137.793088248654
1.385,135.425885467941
1.39,135.425885467941
1.395,135.425885467941
1.4,135.425885467941
1.405,134.645889763512
1.41,133.870386503765
1.415,133.870386503765
1.42,133.870386503765
1.425,135.425885467941
1.43,135.425885467941
1.435,135.425885467941
1.44,134.645889763512
1.445,134.645889763512
1.45,135.425885467941
1.455,136.210399641518
1.46,134.645889763512
1.465,133.870386503765
1.47,134.645889763512
1.475,135.425885467941
1.48,134.645889763512
1.485,133.870386503765
1.49,133.099349814122
1.495,131.570573391114
1.5,130.812782650299
1.505,130.059356462986
1.51,127.825014565362
1.515,125.629057324185
1.52,124.905487197797
1.525,122.052641927463
1.53,122.052641927463
1.535,121.349670438012
1.54,119.264955733156
1.545,0
1.55,0
1.555,0
1.56,0
1.565,0
1.57,0
1.575,0
1.58,0
1.585,0
1.59,0
1.595,0
1.6,0
1.605,0
1.61,0
1.615,0
1.62,0
1.625,0
1.63,0
1.635,0
1.64,0
1.645,0
1.65,0
1.655,0
1.66,0
1.665,0
1.67,0
1.675,0
1.68,0
1.685,0
1.69,0
1.695,0
1.7,0
1.705,0
1.71,0
1.715,0
1.72,0
1.725,0
1.73,0
1.735,0
1.74,0
1.745,151.13490122039
1.75,145.986691657242
1.755,143.478727674212
1.76,144.309891488119
1.765,139.394166811577
1.77,136.999458459471
1.775,134.645889763512
1.78,133.870386503765
1.785,131.570573391114
1.79,130.059356462986
